id,name,rating,genre,year,director,star,company,runtime
297652,Windy City,R,Drama,1984,Armyan Bernstein,John Shea,CBS Theatrical Films,103.0
84771,Lovelines,R,Comedy,1984,Rod Amateau,Greg Bradford,Delphi II Productions,93.0
80211,Weekend Pass,R,Comedy,1984,Lawrence Bassoff,Patrick Houser,Marimark Productions,88.0
251260,Over the Brooklyn Bridge,R,Comedy,1984,Menahem Golan,Elliott Gould,City Films,108.0
270845,Fast Talking,Not Rated,Drama,1984,Ken Cameron,Steve Bisley,Filmtrex,95.0
140987,Lily in Love,PG-13,Comedy,1984,Károly Makk,Christopher Plummer,Hungarofilm,90.0
266906,The Adventures of Pinocchio,Not Rated,Animation,1984,Ippei Kuri,Danielle Romeo,Century Video Corporation,98.0
215278,Blame It on the Night,PG-13,Comedy,1984,Gene Taft,Nick Mancuso,Delphi II Productions,85.0
252879,Petit Con,R,Comedy,1984,Gérard Lauzier,Guy Marchand,Gaumont International,90.0
11814,Weird Science,PG-13,Comedy,1985,John Hughes,Anthony Michael Hall,Universal Pictures,94.0
9340,The Goonies,PG,Adventure,1985,Richard Donner,Sean Astin,Warner Bros.,114.0
105,Back to the Future,PG,Adventure,1985,Robert Zemeckis,Michael J. Fox,Universal Pictures,116.0
9846,To Live and Die in L.A.,R,Action,1985,William Friedkin,William Petersen,SLM Production Group,116.0
15196,Clue,PG,Comedy,1985,Jonathan Lynn,Eileen Brennan,Paramount Pictures,94.0
2108,The Breakfast Club,R,Comedy,1985,John Hughes,Emilio Estevez,Universal Pictures,97.0
10328,Cocoon,PG-13,Comedy,1985,Ron Howard,Don Ameche,Twentieth Century Fox,117.0
1369,Rambo: First Blood Part II,R,Action,1985,George P. Cosmatos,Sylvester Stallone,Estudios Churubusco Azteca S.A.,96.0
11177,Mask,PG-13,Biography,1985,Peter Bogdanovich,Cher,Universal Pictures,120.0
11976,Legend,PG,Adventure,1985,Ridley Scott,Tom Cruise,Legend Production Company,94.0
10925,The Return of the Living Dead,R,Comedy,1985,Dan O'Bannon,Clu Gulager,Cinema '84,91.0
11557,St. Elmo's Fire,R,Drama,1985,Joel Schumacher,Demi Moore,Columbia Pictures,110.0
68,Brazil,R,Drama,1985,Terry Gilliam,Jonathan Pryce,Embassy International Pictures,132.0
8879,Pale Rider,R,Drama,1985,Clint Eastwood,Clint Eastwood,The Malpaso Company,115.0
11824,Teen Wolf,PG,Comedy,1985,Rod Daniel,Michael J. Fox,Atlantic Entertainment Group,91.0
14370,Real Genius,PG,Comedy,1985,Martha Coolidge,Val Kilmer,Delphi III Productions,108.0
10999,Commando,R,Action,1985,Mark L. Lester,Arnold Schwarzenegger,SLM Production Group,90.0
9281,Witness,R,Crime,1985,Peter Weir,Harrison Ford,Paramount Pictures,112.0
873,The Color Purple,PG-13,Drama,1985,Steven Spielberg,Danny Glover,Amblin Entertainment,154.0
11509,Silverado,PG-13,Action,1985,Lawrence Kasdan,Kevin Kline,Columbia Pictures,133.0
1374,Rocky IV,PG,Drama,1985,Sylvester Stallone,Sylvester Stallone,United Artists,91.0
13667,Better Off Dead...,PG,Comedy,1985,Savage Steve Holland,John Cusack,A&M Films,97.0
11645,Ran,R,Action,1985,Akira Kurosawa,Tatsuya Nakadai,Greenwich Film Productions,162.0
526,Ladyhawke,PG-13,Adventure,1985,Richard Donner,Matthew Broderick,Twentieth Century Fox,121.0
11257,A Room with a View,Not Rated,Drama,1985,James Ivory,Maggie Smith,Goldcrest Films International,117.0
9626,Red Sonja,PG-13,Action,1985,Richard Fleischer,Arnold Schwarzenegger,Dino De Laurentiis Company,89.0
11797,Fright Night,R,Fantasy,1985,Tom Holland,Chris Sarandon,Columbia Pictures,106.0
9872,Explorers,PG,Adventure,1985,Joe Dante,Ethan Hawke,Paramount Pictures,109.0
12775,Flesh+Blood,R,Adventure,1985,Paul Verhoeven,Rutger Hauer,Riverside Pictures,126.0
9355,Mad Max Beyond Thunderdome,PG-13,Action,1985,George Miller,Mel Gibson,Kennedy Miller Productions,107.0
10843,After Hours,R,Comedy,1985,Martin Scorsese,Griffin Dunne,The Geffen Company,97.0
707,A View to a Kill,PG,Action,1985,John Glen,Roger Moore,Eon Productions,131.0
9749,Fletch,PG,Comedy,1985,Michael Ritchie,Chevy Chase,Universal Pictures,98.0
49370,Perfect,R,Drama,1985,James Bridges,John Travolta,Columbia Pictures,115.0
10014,A Nightmare on Elm Street 2: Freddy's Revenge,R,Horror,1985,Jack Sholder,Robert Englund,New Line Cinema,87.0
19357,Summer Rental,PG,Comedy,1985,Carl Reiner,John Candy,Paramount Pictures,87.0
11954,Lifeforce,R,Action,1985,Tobe Hooper,Steve Railsback,Golan-Globus Productions,101.0
5683,Pee-wee's Big Adventure,PG,Adventure,1985,Tim Burton,Paul Reubens,Warner Bros.,91.0
606,Out of Africa,PG,Biography,1985,Sydney Pollack,Meryl Streep,Mirage Enterprises,161.0
8408,Day of the Dead,Not Rated,Horror,1985,George A. Romero,Lori Cardille,United Film Distribution Company (UFDC),101.0
24548,Just One of the Guys,PG-13,Comedy,1985,Lisa Gottlieb,Joyce Hyser,Columbia Pictures,100.0
11418,National Lampoon's European Vacation,PG-13,Adventure,1985,Amy Heckerling,Chevy Chase,National Lampoon,95.0
9080,Spies Like Us,PG,Adventure,1985,John Landis,Chevy Chase,Warner Bros.,102.0
11415,House,R,Comedy,1985,Steve Miner,William Katt,New World Pictures,93.0
10157,Police Academy 2: Their First Assignment,PG-13,Comedy,1985,Jerry Paris,Steve Guttenberg,Warner Bros.,87.0
10957,The Black Cauldron,PG,Animation,1985,Ted Berman,Grant Bardsley,Walt Disney Pictures,80.0
9731,Friday the 13th: A New Beginning,R,Horror,1985,Danny Steinmann,Melanie Kinnaman,Georgetown Productions Inc.,92.0
11893,Runaway Train,R,Action,1985,Andrey Konchalovskiy,Jon Voight,Golan-Globus Productions,111.0
1694,Re-Animator,Unrated,Comedy,1985,Stuart Gordon,Jeffrey Combs,Empire Pictures,104.0
11064,Brewster's Millions,PG,Comedy,1985,Walter Hill,Richard Pryor,Universal Pictures,102.0
13938,The Last Dragon,PG-13,Action,1985,Michael Schultz,Taimak,Delphi III Productions,109.0
15982,The Legend of Billie Jean,PG-13,Action,1985,Matthew Robbins,Helen Slater,Gomillion Studios,96.0
8130,Desperately Seeking Susan,PG-13,Comedy,1985,Susan Seidelman,Rosanna Arquette,Orion Pictures,104.0
16263,Girls Just Want to Have Fun,PG,Comedy,1985,Alan Metter,Biff Yeager,New World Pictures,90.0
30069,Vision Quest,R,Drama,1985,Harold Becker,Matthew Modine,Warner Bros.,107.0
12235,Jagged Edge,R,Drama,1985,Richard Marquand,Jeff Bridges,Columbia Pictures,108.0
11864,Enemy Mine,PG-13,Action,1985,Wolfgang Petersen,Dennis Quaid,Twentieth Century Fox,108.0
28410,Tuff Turf,R,Action,1985,Fritz Kiersch,James Spader,New World Pictures,112.0
19259,Volunteers,R,Adventure,1985,Nicholas Meyer,Tom Hanks,HBO Pictures,107.0
10303,The Jewel of the Nile,PG,Action,1985,Lewis Teague,Michael Douglas,SLM Production Group,106.0
19064,Once Bitten,PG-13,Comedy,1985,Howard Storm,Lauren Hutton,Night Life Inc.,94.0
17824,Private Resort,R,Comedy,1985,George Bowers,Rob Morrow,Delphi III Productions,82.0
9056,Police Story,PG-13,Action,1985,Jackie Chan,Jackie Chan,Golden Way Films Ltd.,100.0
11338,Into the Night,R,Action,1985,John Landis,Jeff Goldblum,Universal Pictures,115.0
8992,The Sure Thing,PG-13,Comedy,1985,Rob Reiner,John Cusack,Embassy Pictures,95.0
16082,White Nights,PG-13,Drama,1985,Taylor Hackford,Mikhail Baryshnikov,Columbia Pictures,136.0
14750,Mischief,R,Comedy,1985,Mel Damski,Doug McKeon,Twentieth Century Fox,97.0
17898,Silver Bullet,R,Horror,1985,Daniel Attias,Gary Busey,Dino De Laurentiis Company,95.0
11703,Kiss of the Spider Woman,R,Drama,1985,Hector Babenco,William Hurt,HB Filmes,120.0
11240,My Beautiful Laundrette,R,Comedy,1985,Stephen Frears,Saeed Jaffrey,Working Title Films,97.0
11904,Young Sherlock Holmes,PG-13,Adventure,1985,Barry Levinson,Nicholas Rowe,Amblin Entertainment,109.0
33766,Smooth Talk,PG-13,Drama,1985,Joyce Chopra,Treat Williams,American Playhouse,92.0
23919,Porky's Revenge,R,Comedy,1985,James Komack,Dan Monahan,Melvin Simon Productions,92.0
11018,Year of the Dragon,R,Action,1985,Michael Cimino,Mickey Rourke,Dino De Laurentiis Company,134.0
2075,Prizzi's Honor,R,Comedy,1985,John Huston,Jack Nicholson,ABC Motion Pictures,130.0
10176,The Quiet Earth,R,Drama,1985,Geoff Murphy,Bruno Lawrence,Cinepro,91.0
11830,Tampopo,Not Rated,Comedy,1985,Jûzô Itami,Ken Watanabe,Itami Productions,114.0
58903,Creature,R,Horror,1985,William Malone,Stan Ivar,Trans World Entertainment (TWE),97.0
24742,Secret Admirer,R,Comedy,1985,David Greenwalt,C. Thomas Howell,Orion Pictures,90.0
16248,D.A.R.Y.L.,PG,Family,1985,Simon Wincer,Mary Beth Hurt,Paramount Pictures,99.0
27064,Mishima: A Life in Four Chapters,R,Biography,1985,Paul Schrader,Ken Ogata,Zoetrope Studios,120.0
1816,A Chorus Line,PG-13,Drama,1985,Richard Attenborough,Michael Douglas,Embassy Pictures,113.0
10552,Cat's Eye,PG-13,Comedy,1985,Lewis Teague,Drew Barrymore,Dino De Laurentiis Company,94.0
34322,Murphy's Romance,PG-13,Comedy,1985,Martin Ritt,Sally Field,Columbia Pictures,107.0
40929,Heaven Help Us,R,Comedy,1985,Michael Dinner,Donald Sutherland,HBO Pictures,104.0
14040,American Flyers,PG-13,Drama,1985,John Badham,Kevin Costner,WW Production,113.0
35144,The Journey of Natty Gann,PG,Adventure,1985,Jeremy Kagan,Meredith Salenger,Walt Disney Pictures,101.0
31694,Trouble in Mind,R,Comedy,1985,Alan Rudolph,Kris Kristofferson,Pfeiffer/Blocker Production,111.0
20348,Fandango,PG,Comedy,1985,Kevin Reynolds,Kevin Costner,Warner Bros.,91.0
27590,Gotcha!,PG-13,Action,1985,Jeff Kanew,Anthony Edwards,Universal Pictures,101.0
24873,Death Wish 3,R,Action,1985,Michael Winner,Charles Bronson,The Cannon Group,92.0
9838,King Solomon's Mines,PG-13,Action,1985,J. Lee Thompson,Richard Chamberlain,The Cannon Group,100.0
12500,American Warrior,R,Action,1985,Sam Firstenberg,Michael Dudikoff,The Cannon Group,95.0
11532,The Emerald Forest,R,Action,1985,John Boorman,Powers Boothe,Christel Films,114.0
35201,The Holcroft Covenant,R,Action,1985,John Frankenheimer,Michael Caine,Edie & Ely Landau Inc.,112.0
26578,The Falcon and the Snowman,R,Biography,1985,John Schlesinger,Timothy Hutton,Hemdale,131.0
25133,Transylvania 6-5000,PG,Comedy,1985,Rudy De Luca,Jeff Goldblum,Balcor Film Investors,93.0
294,Desert Hearts,R,Drama,1985,Donna Deitch,Helen Shaver,Desert Hearts Productions,91.0
23614,The Heavenly Kid,PG-13,Comedy,1985,Cary Medoway,Lewis Smith,Engelberg-Sumner-Cheikes,90.0
10849,The Purple Rose of Cairo,PG,Comedy,1985,Woody Allen,Mia Farrow,Jack Rollins & Charles H. Joffe Productions,82.0
10905,The Man with One Red Shoe,PG,Comedy,1985,Stan Dragoti,Tom Hanks,Twentieth Century Fox,92.0
8816,My Life as a Dog,Unrated,Drama,1985,Lasse Hallström,Anton Glanzelius,Svensk Filmindustri (SF),101.0
18252,My Science Project,PG,Action,1985,Jonathan R. Betuel,John Stockwell,Touchstone Pictures,94.0
38981,Seven Minutes in Heaven,PG-13,Comedy,1985,Linda Feferman,Jennifer Connelly,Fifteen,88.0
24585,Fraternity Vacation,R,Comedy,1985,James Frawley,Stephen Geoffreys,New World Pictures,94.0
72508,The New Kids,R,Crime,1985,Sean S. Cunningham,Shannon Presby,Columbia Pictures,110.0
2189,Tomboy,R,Comedy,1985,Herb Freed,Betsy Russell,Marimark Productions,91.0
15983,Invasion U.S.A.,R,Action,1985,Joseph Zito,Chuck Norris,Cannon Films,107.0
12701,Revolution,PG,Adventure,1985,Hugh Hudson,Al Pacino,Goldcrest Films International,126.0
27223,Lost in America,R,Comedy,1985,Albert Brooks,Albert Brooks,The Geffen Company,91.0
10656,Subway,R,Thriller,1985,Luc Besson,Christopher Lambert,Les Films du Loup,104.0
31462,Moving Violations,PG-13,Comedy,1985,Neal Israel,John Murray,SLM Production Group,90.0
71125,Fool for Love,R,Drama,1985,Robert Altman,Sam Shepard,Cinema '84,106.0
19736,Baby: Secret of the Lost Legend,PG,Adventure,1985,Bill Norton,William Katt,Silver Screen Partners II,95.0
20721,Code of Silence,R,Action,1985,Andrew Davis,Chuck Norris,Orion Pictures,101.0
21627,Crimewave,PG-13,Comedy,1985,Sam Raimi,Louise Lasser,Columbia Pictures,83.0
14570,Gymkata,R,Action,1985,Robert Clouse,Kurt Thomas,Metro-Goldwyn-Mayer (MGM),90.0
42045,Sweet Dreams,PG-13,Biography,1985,Karel Reisz,Jessica Lange,HBO Pictures,115.0
78364,The Slugger's Wife,PG-13,Comedy,1985,Hal Ashby,Michael O'Keefe,Rastar Films,105.0
67390,Avenging Angel,R,Action,1985,Robert Vincent O'Neil,Betsy Russell,Avenging Venture,93.0
13764,Santa Claus: The Movie,PG,Adventure,1985,Jeannot Szwarc,Dudley Moore,GGG,107.0
64945,That Was Then... This Is Now,R,Crime,1985,Christopher Cain,Emilio Estevez,Media Ventures,102.0
24735,Agnes of God,PG-13,Drama,1985,Norman Jewison,Jane Fonda,Columbia Pictures,98.0
19014,Rustlers' Rhapsody,PG,Comedy,1985,Hugh Wilson,Tom Berenger,Paramount Pictures,88.0
19947,The Adventures of Mark Twain,G,Animation,1985,Will Vinton,James Whitmore,Atlantic,86.0
32387,Stick,R,Action,1985,Burt Reynolds,Burt Reynolds,Universal Pictures,109.0
29077,The Bride,PG-13,Fantasy,1985,Franc Roddam,Sting,Colgems Productions Ltd.,118.0
33525,Morons from Outer Space,PG-13,Comedy,1985,Mike Hodges,Mel Smith,Calendar Productions,90.0
39256,Godzilla 1985,PG,Action,1985,Directors,Raymond Burr,Toho Company,87.0
41166,Plenty,R,Drama,1985,Fred Schepisi,Meryl Streep,Pressman Productions,121.0
42040,King David,PG-13,Adventure,1985,Bruce Beresford,Richard Gere,Barclays Mercantile Industrial Finance,114.0
47908,The Trip to Bountiful,PG,Drama,1985,Peter Masterson,Geraldine Page,Bountiful Film Partners,108.0
12764,Missing in Action 2: The Beginning,R,Action,1985,Lance Hool,Chuck Norris,The Cannon Group,100.0
45408,The Protector,R,Action,1985,James Glickenhaus,Jackie Chan,Eurasia Investments,91.0
31652,The Mean Season,R,Crime,1985,Phillip Borsos,Kurt Russell,David Foster Productions,103.0
27969,Turk 182,PG-13,Comedy,1985,Bob Clark,Timothy Hutton,Interscope Communications,102.0
29263,The Official Story,Not Rated,Drama,1985,Luis Puenzo,Norma Aleandro,Historias Cinematograficas Cinemania,112.0
29463,Krush Groove,R,Comedy,1985,Michael Schultz,Sheila E.,Crystalite Productions,97.0
19386,He-Man and She-Ra: The Secret of the Sword,G,Animation,1985,Directors,John Erwin,Filmation Associates,100.0
34028,Warning Sign,R,Drama,1985,Hal Barwood,Sam Waterston,SLM Production Group,99.0
41243,Creator,R,Comedy,1985,Ivan Passer,Peter O'Toole,Kings Road Entertainment,107.0
106380,Taipei Story,Not Rated,Drama,1985,Edward Yang,Chin Tsai,Evergreen Film Company,119.0
21042,Otac na sluzbenom putu,R,Drama,1985,Emir Kusturica,Moreno D'E Bartolli,Centar Film,136.0
73462,The Aviator,PG,Adventure,1985,George Miller,Christopher Reeve,United Artists,96.0
32147,Starchaser: The Legend of Orin,PG,Animation,1985,Steven Hahn,Joe Colligan,Young Sung Production Co.,100.0
89300,Maxie,PG,Comedy,1985,Paul Aaron,Glenn Close,Aurora,98.0
42033,DEFCON-4,R,Action,1985,Paul Donovan,Lenore Zann,New World Pictures,88.0
11243,The Care Bears Movie,G,Animation,1985,Arna Selznick,Georgia Engel,Nelvana,77.0
54646,Sylvester,PG,Drama,1985,Tim Hunter,Richard Farnsworth,Columbia Pictures,104.0
47342,Radioactive Dreams,R,Action,1985,Albert Pyun,John Stockwell,ITM Productions,98.0
123049,Twice in a Lifetime,R,Drama,1985,Bud Yorkin,Gene Hackman,Bud Yorkin Productions,111.0
40913,Dance with a Stranger,R,Biography,1985,Mike Newell,Miranda Richardson,Goldcrest Films International,96.0
19127,Water,PG-13,Adventure,1985,Dick Clement,Michael Caine,HandMade Films,115.0
13380,One Magic Christmas,G,Family,1985,Phillip Borsos,Mary Steenburgen,Walt Disney Pictures,89.0
172039,Echo Park,R,Comedy,1985,Robert Dornhelm,Susan Dey,Sascha-Verleih,88.0
27464,O.C. and Stiggs,R,Comedy,1985,Robert Altman,Daniel Jenkins,Metro-Goldwyn-Mayer (MGM),109.0
47158,The Good Father,R,Drama,1985,Mike Newell,Anthony Hopkins,Channel Four Films,90.0
139096,Fever Pitch,R,Drama,1985,Richard Brooks,Ryan O'Neal,Metro-Goldwyn-Mayer (MGM),96.0
80368,The Doctor and the Devils,R,Crime,1985,Freddie Francis,Timothy Dalton,Brooksfilms,93.0
41625,Head Office,PG-13,Comedy,1985,Ken Finkleman,Judge Reinhold,Guber-Peters Company,90.0
42834,Eleni,PG,Drama,1985,Peter Yates,Kate Nelligan,CBS Entertainment Production,114.0
42034,Dreamchild,PG,Biography,1985,Gavin Millar,Coral Browne,PfH Ltd.,94.0
78235,Bad Medicine,PG-13,Comedy,1985,Harvey Miller,Steve Guttenberg,Lantana Productions,98.0
147747,Wetherby,R,Drama,1985,David Hare,Vanessa Redgrave,Film Four International,102.0
126499,Compromising Positions,R,Comedy,1985,Frank Perry,Susan Sarandon,Blackhawk Productions,99.0
47296,Rainbow Brite and the Star Stealer,G,Animation,1985,Bernard Deyriès,Bettina Bush,DIC Entertainment,85.0
177335,Alamo Bay,R,Action,1985,Louis Malle,Amy Madigan,Delphi IV Productions,98.0
4180,Three Men and a Cradle,PG-13,Comedy,1985,Coline Serreau,Roland Giraud,Flach Film,106.0
84416,Rappin',PG,Drama,1985,Joel Silberg,Mario Van Peebles,Cannon Pictures,92.0
42024,Bal na vodi,R,Drama,1985,Jovan Acin,Gala Videnovic,CFS Avala Film,112.0
140605,Certain Fury,R,Action,1985,Stephen Gyllenhaal,Tatum O'Neal,Entertainment Events,87.0
54407,Bliss,R,Comedy,1985,Ray Lawrence,Barry Otto,Window III Productions,112.0
74974,Code Name: Emerald,PG,Action,1985,Jonathan Sanger,Ed Harris,Metro-Goldwyn-Mayer (MGM),95.0
29471,Colonel Redl,R,Biography,1985,István Szabó,Klaus Maria Brandauer,Manfred Durniok Filmproduktion,144.0
303554,Thunder Run,PG-13,Action,1985,Gary Hudson,Forrest Tucker,Lynn-Davis Productions,90.0
87400,Marie,PG-13,Biography,1985,Roger Donaldson,Sissy Spacek,Dino De Laurentiis Company,112.0
89743,Movers & Shakers,PG,Comedy,1985,William Asher,Walter Matthau,Asher-Grodin Productions,80.0
78159,La Cage aux Folles 3: The Wedding,PG-13,Comedy,1985,Georges Lautner,Michel Serrault,Columbia Films,87.0
244203,James Joyce's Women,R,Drama,1985,Michael Pearce,Fionnula Flanagan,The Rejoycing Company,88.0
123047,Turtle Diary,PG,Comedy,1985,John Irvin,Glenda Jackson,Britannic,97.0
60202,Maccheroni,PG,Comedy,1985,Ettore Scola,Jack Lemmon,Filmauro,104.0
291622,My Man Adam,R,Comedy,1985,Roger L. Simon,Raphael Sbarge,The Mount Company (II),83.0
87458,Sudden Death,R,Action,1985,Sig Shore,Denise Coward,Lodestar Productions,90.0
191056,One Woman or Two,PG-13,Comedy,1985,Daniel Vigne,Gérard Depardieu,Hachette Première,97.0
187219,Joshua Then and Now,R,Comedy,1985,Ted Kotcheff,James Woods,Films RSL,119.0
109953,On the Edge,PG-13,Drama,1985,Rob Nilsson,Bruce Dern,Alliance Communications Corporation,95.0
224369,Here Come the Littles,G,Animation,1985,Bernard Deyriès,Jimmy Keegan,ABC Entertainment,72.0
37448,Came a Hot Friday,PG,Adventure,1985,Ian Mune,Peter Bland,Mirage Films,101.0
145745,Wuthering Heights,Not Rated,Drama,1985,Jacques Rivette,Fabienne Babe,La Cecilia,130.0
95023,The Frog Prince,PG,Comedy,1985,Brian Gilbert,Jane Snowden,Enigma Productions,90.0
89736,Lune de miel,R,Thriller,1985,Patrick Jamain,Nathalie Baye,Malofilm,98.0
301076,Mr. Love,PG-13,Comedy,1985,Roy Battersby,Barry Jackson,Enigma Productions,91.0
744,Top Gun,PG,Action,1986,Tony Scott,Tom Cruise,Paramount Pictures,110.0
679,Aliens,R,Action,1986,James Cameron,Sigourney Weaver,Twentieth Century Fox,137.0
235,Stand by Me,R,Adventure,1986,Rob Reiner,Wil Wheaton,Columbia Pictures,89.0
9377,Ferris Bueller's Day Off,PG-13,Comedy,1986,John Hughes,Matthew Broderick,Paramount Pictures,103.0
9671,Crocodile Dundee,PG-13,Action,1986,Peter Faiman,Paul Hogan,Rimfire Films,97.0
13597,Labyrinth,PG,Adventure,1986,Jim Henson,David Bowie,Henson Associates (HA),101.0
8009,Highlander,R,Action,1986,Russell Mulcahy,Christopher Lambert,Thorn EMI Screen Entertainment,116.0
6978,Big Trouble in Little China,PG-13,Action,1986,John Carpenter,Kurt Russell,Twentieth Century Fox,99.0
11522,Pretty in Pink,PG-13,Comedy,1986,Howard Deutch,Molly Ringwald,Paramount Pictures,97.0
792,Platoon,R,Drama,1986,Oliver Stone,Charlie Sheen,Hemdale,120.0
793,Blue Velvet,R,Drama,1986,David Lynch,Isabella Rossellini,De Laurentiis Entertainment Group (DEG),120.0
11454,Manhunter,R,Crime,1986,Michael Mann,William Petersen,De Laurentiis Entertainment Group (DEG),120.0
10658,Howard the Duck,PG,Action,1986,Willard Huyck,Lea Thompson,Universal Pictures,110.0
9426,The Fly,R,Drama,1986,David Cronenberg,Jeff Goldblum,SLM Production Group,96.0
10776,Little Shop of Horrors,PG-13,Comedy,1986,Frank Oz,Rick Moranis,The Geffen Company,94.0
11120,The Mosquito Coast,PG,Adventure,1986,Peter Weir,Harrison Ford,The Saul Zaentz Company,117.0
8856,The Karate Kid Part II,PG,Action,1986,John G. Avildsen,Pat Morita,Columbia Pictures,113.0
21309,River's Edge,R,Crime,1986,Tim Hunter,Crispin Glover,Hemdale,99.0
10068,9½ Weeks,R,Drama,1986,Adrian Lyne,Mickey Rourke,Producers Sales Organization (PSO),117.0
10136,The Golden Child,PG-13,Action,1986,Michael Ritchie,Eddie Murphy,Paramount Pictures,94.0
168,Star Trek IV: The Voyage Home,PG,Action,1986,Leonard Nimoy,William Shatner,Paramount Pictures,119.0
2605,Short Circuit,PG,Comedy,1986,John Badham,Ally Sheedy,TriStar Pictures,98.0
16113,The Delta Force,R,Action,1986,Menahem Golan,Chuck Norris,Golan-Globus Productions,125.0
192,The Name of the Rose,R,Crime,1986,Jean-Jacques Annaud,Sean Connery,Constantin Film,130.0
10017,The Wraith,PG-13,Action,1986,Mike Marvin,Charlie Sheen,New Century Entertainment Corporation,93.0
11873,The Color of Money,R,Drama,1986,Martin Scorsese,Paul Newman,Touchstone Pictures,119.0
5693,Hoosiers,PG,Drama,1986,David Anspaugh,Gene Hackman,Cinema '84,114.0
10015,Heartbreak Ridge,R,Drama,1986,Clint Eastwood,Clint Eastwood,Jay Weston Productions,130.0
10122,Flight of the Navigator,PG,Adventure,1986,Randal Kleiser,Joey Cramer,Walt Disney Pictures,90.0
9874,Cobra,R,Action,1986,George P. Cosmatos,Sylvester Stallone,Warner Bros.,87.0
10013,Peggy Sue Got Married,PG-13,Comedy,1986,Francis Ford Coppola,Kathleen Turner,TriStar Pictures,103.0
11416,The Mission,PG,Adventure,1986,Roland Joffé,Robert De Niro,Warner Bros.,125.0
96349,Working Girls,Unrated,Drama,1986,Lizzie Borden,Louise Smith,Alternate Current,93.0
17465,Youngblood,R,Drama,1986,Peter Markle,Rob Lowe,Blueline Productions,110.0
8388,Three Amigos!,PG,Comedy,1986,John Landis,Steve Martin,L.A. Films,104.0
9980,Maximum Overdrive,R,Action,1986,Stephen King,Emilio Estevez,De Laurentiis Entertainment Group (DEG),98.0
13346,Lucas,PG-13,Comedy,1986,David Seltzer,Corey Haim,Lawrence Gordon Productions,100.0
10225,Friday the 13th Part VI: Jason Lives,R,Horror,1986,Tom McLoughlin,Thom Mathews,Paramount Pictures,86.0
10466,The Money Pit,PG,Comedy,1986,Richard Benjamin,Tom Hanks,Amblin Entertainment,91.0
15596,Back to School,PG-13,Comedy,1986,Alan Metter,Rodney Dangerfield,Orion Pictures,96.0
11986,Betty Blue,Unrated,Drama,1986,Jean-Jacques Beineix,Jean-Hugues Anglade,Gaumont,185.0
222899,About Last Night,R,Comedy,1986,Edward Zwick,Rob Lowe,TriStar Pictures,113.0
3980,Critters,PG-13,Comedy,1986,Stephen Herek,Dee Wallace,New Line Cinema,86.0
16337,The Texas Chainsaw Massacre 2,Unrated,Comedy,1986,Tobe Hooper,Dennis Hopper,Cannon Films,101.0
11037,Iron Eagle,PG-13,Action,1986,Sidney J. Furie,Louis Gossett Jr.,TriStar Pictures,117.0
18282,One Crazy Summer,PG,Comedy,1986,Savage Steve Holland,John Cusack,A&M Films,93.0
14510,From Beyond,R,Horror,1986,Stuart Gordon,Jeffrey Combs,Empire Pictures,85.0
14924,Sid and Nancy,R,Biography,1986,Alex Cox,Gary Oldman,Initial Pictures,112.0
10692,Henry: Portrait of a Serial Killer,Unrated,Biography,1986,John McNaughton,Michael Rooker,Maljack Productions,83.0
10002,Mona Lisa,R,Crime,1986,Neil Jordan,Bob Hoskins,HandMade Films,104.0
12118,Police Academy 3: Back in Training,PG,Comedy,1986,Jerry Paris,Steve Guttenberg,Police Academy Productions,83.0
15762,Night of the Creeps,R,Comedy,1986,Fred Dekker,Jason Lively,TriStar Pictures,88.0
24657,The Sacrifice,PG,Drama,1986,Andrei Tarkovsky,Erland Josephson,Svenska Filminstitutet (SFI),149.0
9542,The Hitcher,R,Action,1986,Robert Harmon,Rutger Hauer,HBO Pictures,97.0
13841,Rad,PG,Drama,1986,Hal Needham,Bart Conner,TaliaFilm II Productions,91.0
4978,An American Tail,G,Animation,1986,Don Bluth,Dom DeLuise,Universal Pictures,80.0
13766,SpaceCamp,PG,Adventure,1986,Harry Winer,Kate Capshaw,ABC Motion Pictures,107.0
2099,Raw Deal,R,Action,1986,John Irvin,Arnold Schwarzenegger,De Laurentiis Entertainment Group (DEG),106.0
5143,Hannah and Her Sisters,PG-13,Comedy,1986,Woody Allen,Mia Farrow,Orion Pictures,107.0
9994,The Great Mouse Detective,G,Animation,1986,Directors,Vincent Price,Walt Disney Pictures,74.0
12151,Ruthless People,R,Comedy,1986,Jim Abrahams,Bette Midler,Touchstone Pictures,93.0
1857,The Transformers: the Movie,PG,Animation,1986,Nelson Shin,Orson Welles,Sunbow Productions,84.0
29355,Wildcats,R,Comedy,1986,Michael Ritchie,Goldie Hawn,Hawn / Sylbert Movie Company,106.0
33061,Troll,PG-13,Comedy,1986,John Carl Buechler,Michael Moriarty,Empire Pictures,82.0
13715,At Close Range,R,Crime,1986,James Foley,Sean Penn,Hemdale,111.0
24086,The Boy Who Could Fly,PG,Drama,1986,Nick Castle,Lucy Deakins,Lorimar Film Partners,114.0
11300,Something Wild,R,Comedy,1986,Jonathan Demme,Jeff Daniels,Religioso Primitiva,114.0
13818,Heartburn,R,Comedy,1986,Mike Nichols,Meryl Streep,Paramount Pictures,108.0
15392,Crossroads,R,Drama,1986,Walter Hill,Ralph Macchio,Columbia Pictures,99.0
